"origin","comb_cbd","comb_cbn","comb_thc","comb_cbg","comb_thcv","comb_cbc"
"Oakland",0.167376,0.412024,26.479214,0.2183,0.1839,0.01628
"Oakland",0,0.1901,0.80893,0.062216,0,0.013376
"Oakland",0,0,4.078254,0.524208,1.996948,0.0554
"Oakland",0.146872,0.0264,12.241398,0.193876,0.07304,0.11462
"Oakland",0.132704,0.02332,18.502254,0.396076,0.048928,0.321264
"Oakland",0.143968,0.02156,21.520266,0.578444,0.182484,0.300796
"Oakland",0.154792,0.02244,19.052672,0.327652,0,0.111392
"Oakland",0.13684,0.018128,16.759862,0.53656,0,0.159512
"Oakland",0.012936,0.001408,0.803786,0.023136,0.003872,0.024896
"Oakland",2.034212,0.003784,0.669092,0.026996,0,0.033268
"Oakland",0.146872,0.0264,12.241398,0.193876,0.07304,0.11462
"Oakland",0.132704,0.02332,18.502254,0.396076,0.048928,0.321264
"Oakland",0.143968,0.02156,21.520266,0.578444,0.182484,0.300796
"Oakland",0.154792,0.02244,19.052672,0.327652,0,0.111392
"Oakland",0.13684,0.018128,16.759862,0.53656,0,0.159512
"Oakland",0.012936,0.001408,0.803786,0.023136,0.003872,0.024896
"Oakland",0.154176,0.027016,21.602592,0.5604,0.0726,0.391848
"Oakland",3.34764,0.002552,1.17403,0.053684,0,0.045764
"Oakland",2.90284,0.004312,1.008082,0.054532,0,0.040588
"Oakland",0.126984,0.09828,10.353292,0.274936,0,0.0598
"Oakland",0.139832,0.722976,16.506588,1.410776,0.080696,0.000352
"Oakland",0.12496,0.037312,16.438556,0.428076,0.180624,0.065392
"Oakland",0.163064,0.027808,17.94458,0.262376,0.069344,0.0022
"Oakland",0.123552,0.02684,14.479892,1.201088,0.144144,0.005544
"Oakland",0.146872,0.160556,18.492286,0.437108,0.1606,0.1031
"Oakland",2.14496,0,0.064538,0.038864,0,0.014836
"Oakland",3.627636,0,0.110552,0.1176,0,0.031268
"Oakland",2.449088,0.000792,0.868396,0.067092,0.037488,0.065424
"Oakland",0.020444,0.001584,3.055204,0.039308,0.022176,0.076736
"Oakland",3.122252,0.001144,3.582888,0.145612,0.136752,0.067848
"Oakland",0.534792,0.000704,0.462478,0.013384,0.002112,0.00396
"Oakland",0.017352,0.00088,3.777518,0.128456,0.134024,0.048224
"Oakland",2.054836,0.001144,0.556808,0.079532,0.010296,0.023688
"Oakland",1.862136,0,0.058174,0.015004,0,0.010176
"Oakland",3.857476,0,0.109692,0.159528,0,0.0304
"Oakland",3.449544,0,0.105172,0.104744,0,0.030816
"Oakland",0.12144,0.032384,9.968498,0.22386,0,0.062392
"Oakland",0.12232,0.029568,11.493368,0.2839,0,0.086904
"Oakland",0.130152,0.02156,11.825476,0.1476,0.067848,0.0589
"Oakland",6.94018,0.096444,7.916738,0.128472,0.41476,0.243928
"Oakland",6.906596,0.015752,4.088804,0.622876,0,0.074984
"Oakland",0.202312,0.017512,14.467188,0.43096,0.049192,0
"Oakland",0.115632,0.018216,13.696566,0.31708,0.07964,0
"Oakland",0.128656,0.023232,15.057258,0.347848,0.091432,0
"Oakland",16.248452,0,0.569388,0.42576,0,0.146308
"Oakland",0.1364,0.021912,16.249954,0.32236,0.0396,0.191956
"Oakland",0.139568,0.042152,20.291726,0.435292,0.054296,0.088848
"Oakland",0.120384,0.04004,11.742962,0.374172,0.041712,0.06816
"Oakland",0.134816,0.027984,15.090792,0.272032,0.055352,0.001936
"Oakland",0.143968,0.028512,20.829608,0.442668,0.11044,0.114596
"Oakland",0.134552,0.027544,16.617218,0.585452,0.0968,0.12356
"Oakland",0.133584,0.054296,17.907172,0.52506,0.053064,0.03908
"Oakland",6.203736,0,0.299992,0.382144,0,0.03432
"Oakland",0.142296,0.022352,21.127294,0.853908,0.03564,0.155572
"Oakland",0.122584,0.025696,10.094516,0.212424,0.160072,0.246288
"Oakland",0.134904,0.029304,15.588972,0.475076,0.06732,0.102324
"Oakland",0.120032,0.103592,10.082214,0.222396,0.378616,0.242324
"Oakland",0.130768,0.02728,15.885,0.452072,0.09416,0.081828
"Oakland",0.065736,0,3.462808,0.129472,0.04,0
"Oakland",0.142648,0.034056,19.064132,0.352248,0.045232,0.057816
"Oakland",0.12892,0.034848,20.34823,0.679388,0.052536,0.087324
"Oakland",0.135872,0.029392,17.28246,0.310656,0.045672,0.085676
"Oakland",0.12364,0.03608,19.23696,0.515976,0.081224,0.161956
"Oakland",8.693524,0.030976,2.591786,0.13992,0,0.080164
"Oakland",8.48242,0.026048,4.786138,0.218172,0,0.07032
"Oakland",8.30332,0.024288,4.60566,0.206696,0,0.07942
"Oakland",0.025168,0.001672,0.949454,0.03024,0.023268,0.0149
"Oakland",1.176208,0.00044,0.070702,0.024604,0,0.00616
"Oakland",0.118976,0.022352,10.395056,0.243364,0.044704,0.103452
"Oakland",0.155936,0.032032,21.139574,0.411096,0.107008,0.06304
"Oakland",0.438416,0.000352,0.321786,0.010596,0.003432,0.009876
"Sacramento",0.086252,0.0154,17.44983,0.541484,0.189092,0.039248
"Sacramento",0.110324,0.00704,23.571654,1.025568,0.322352,0.053532
"Sacramento",0.090368,0.01672,20.382582,0.837752,0.17952,0.01364
"Sacramento",0.08472,0.028072,18.183382,0.469792,0.14142,0.212904
"Sacramento",0.097064,0.044176,21.181666,1.30028,0.30656,0.068992
"Sacramento",16.11906,0.004312,4.486476,0.636984,0.019888,0.2912
"Sacramento",0.087448,0.015224,19.254754,0.338112,0.125996,0.115008
"Sacramento",0.09444,0.020328,16.911624,2.210744,0.25702,0.35186
"Sacramento",0.099912,0.013288,24.512626,1.587536,0.326576,0.080604
"Sacramento",0.085076,0.011792,17.51048,1.112288,0.05632,0.263376
"Sacramento",14.847644,0,5.798694,0.670084,0,0.275968
"Sacramento",0.090752,0.011264,16.864052,1.043604,1.04706,0.443608
"Sacramento",0.102556,0,19.674218,1.73554,0.411544,0.067056
"Sacramento",0,0.042448,0.42265,0.47344,0,0.011
"Sacramento",0.071964,0.026312,16.774554,2.670752,0.212768,0.1254
"Sacramento",10.2398,0.011528,5.250266,0.794464,0.140888,0.220492
"Sacramento",0.077488,0.017864,23.427868,0.582608,0.241792,0.128832
"Sacramento",10.8355,0.011264,4.82198,0.781892,0.123848,0.226836
"Sacramento",0.055424,0.013728,13.49912,0.62364,0.0705,0.127568
"Sacramento",0.046816,0.013904,16.471284,0.61024,0.144672,0.073168
"Sacramento",0.106048,0.01628,19.391666,0.702824,0.269792,0.105436
"Sacramento",10.063888,0.008976,5.429878,0.347988,0.33968,0.216216
"Sacramento",0.089772,0.027544,21.602778,0.483396,0.216528,0.115328
"Sacramento",0.100072,0.04224,20.264774,0.343616,0.1532,0.129916
"Sacramento",0.10728,0.012936,20.744466,2.068728,0.266052,0.225632
"Sacramento",0.090996,0.037136,20.935994,0.6874,0.33998,0.469232
"Sacramento",0.073784,0.019624,16.58812,0.374784,0.110636,0.081664
"Sacramento",0.092488,0.02552,15.73979,0.081572,0.0834,0.07048
"Sacramento",0.080376,0.047872,21.071622,1.1997,0.255252,0.111148
"Sacramento",0.178168,0.033352,18.008498,1.613284,0.22638,0.157348
"Sacramento",0.086468,0.029656,21.956876,1.149708,0.222848,0.280612
"Sacramento",0.124696,0.028248,23.85988,0.88058,0.202848,0.087664
"Sacramento",16.366476,0.00308,5.506018,0.67448,0.316272,0.374896
"Sacramento",0.067044,0.019648,14.629458,0.202908,0.1298,0.118444
"Sacramento",0.054684,0.021208,14.84279,0.15856,0.16304,0.104916
"Sacramento",0.0755,0.008448,18.839648,0.6473,0.069152,0.05832
"Sacramento",0.086704,0.021824,14.915164,0.546692,0.07968,0.113156
"Sacramento",0.085988,0.024024,23.051276,0.990612,0.142144,0.149424
"Sacramento",12.540432,0.005368,8.57136,1.235664,0.030976,0.340968
"Sacramento",0.102364,0.027192,27.689316,0.601404,0.108096,0.112904
"Sacramento",0.10256,0.010736,22.784224,0.9072,0.20328,0.064156
"Sacramento",0.036168,0.020064,12.877846,0.851344,0.089408,0.115832
"Sacramento",0.098196,0.031328,21.306028,1.182088,0.152608,0.308072
"Sacramento",0.09918,0.016192,17.5894,0.426124,0.224336,0.093896
"Sacramento",0.090308,0.020944,18.258562,0.592108,0.14784,0.069492
"Sacramento",0.0396,0.022792,15.506666,2.73048,0.097064,0.099812
"Sacramento",0.113244,0.016984,18.784958,0.880428,0.177188,0.107592
"Sacramento",0.054364,0.002904,10.394212,0.254148,0.658852,0.094392
"Sacramento",0.131068,0.031064,25.304596,0.955508,0.20842,0.246076
"Sacramento",0.083976,0.034408,19.808822,2.15586,0.156552,0.09558
"Sacramento",0.10018,0.18844,19.39553,0.92816,0.082544,0.073564
"Sacramento",0.09646,0.02904,19.618808,0.938108,0.167908,0.03868
"Sacramento",0.094132,0.023848,23.456552,1.363512,0.254312,0.087476
"Sacramento",0.073796,0.017864,16.516184,2.255776,0.11258,0.937504
"Sacramento",0.064048,0.021648,13.421192,0.178084,0.075504,0.108788
"Sacramento",0.088664,0.02728,17.175848,0.92824,0.1641,0.084164
"Sacramento",0.085668,0.041536,18.233226,0.33822,0.184628,0.09288
"Sacramento",0.086468,0.038808,15.62671,0.451032,0.132688,0.070192
"Sacramento",11.066044,0.005016,4.502868,0.654412,0.038104,0.22726
"Sacramento",0.09882,0.020592,20.80383,1.006528,0.231456,0.083992
"Sacramento",0.100316,0.014344,21.277454,0.668412,0.242792,0.062836
"Sacramento",0.082584,0.034936,20.256524,1.455652,0.246576,0.209624
"Sacramento",0.123384,0.03476,23.220628,0.423756,0.085448,0.167244
"Sacramento",0.051632,0.0176,10.969144,0.128012,0.13108,0.053144
"Sacramento",0.074016,0.012496,16.057464,1.036572,0.137256,0.19398
"Sacramento",0.078616,0.035552,16.546444,1.154932,0.215416,0.133452
"Sacramento",13.790984,0,0.428446,0.44122,0,0.27068
"Sacramento",0.14298,0.0176,26.575554,1.356904,1.581624,0.381304
"Sacramento",0.103316,0.020064,18.434002,0.689796,0.109364,0.106108
"Sacramento",0.103956,0.013728,9.809518,0.615332,0.113344,0.089176
"Sacramento",0.124064,0.04884,18.642574,0.76676,0.168924,0.012628
"Sacramento",0.102912,0.03168,15.999594,0.447472,0.146372,0.084208
"Sacramento",0.07478,0.017072,13.5173,0.276416,0.157592,0.32566
"Sacramento",0.119204,0.044528,21.273244,1.18932,0.15664,0.089304
"Sacramento",0.020328,0.008448,7.67151,0.374948,0.060984,0.06556
"Sacramento",0.091612,0.024112,14.643338,0.42426,0.630748,0.0904
"Sacramento",0.103372,0.02464,19.753064,0.514892,0.191048,0.004072
"Sacramento",0.089176,0.018832,17.05719,1.209892,0.082368,0.363512
"Sacramento",0.062288,0.0066,12.845454,0.171096,0.141664,0.058448
"Sacramento",0.084484,0.019712,15.564534,0.379632,0.23824,0.056556
"Sacramento",0.091628,0.022528,14.007836,0.336152,0.10766,0.115108
"Sacramento",0.120932,0.034584,17.736712,0.442532,0.195288,0.072012
"Sacramento",0.106648,0.017688,17.301512,0.380536,0.247076,0.14396
"Sacramento",0.097648,0.012584,19.230124,0.74732,0.216764,0.03972
"Sacramento",0.078628,0.011264,12.326162,0.591852,0.664244,0.261636
"Sacramento",0.06332,0.005456,11.289998,1.008824,0.123448,0.107708
"Sacramento",0.095968,0.029832,18.81203,0.726216,0.284304,0.37556
"Sacramento",0.091376,0.031064,15.118502,1.19278,0.07612,0.175868
"Sacramento",0.100788,0.020328,21.459716,1.409468,0.35638,0.152776
"Sacramento",0.091,0.030096,23.508684,0.667392,0.248328,0.13694
"Sacramento",0.093136,0.026312,19.005852,0.450728,0.157132,0.224492
"Sacramento",0.108928,0.02904,18.927756,0.782596,0.171356,0.048304
"Sacramento",0.08102,0.015664,22.004398,0.804168,0.180816,0.083424
"Sacramento",0.220972,0.016984,21.514074,1.153356,0.173096,0.102516
"Sacramento",0.117608,0.032296,23.50443,0.701028,0.166392,0.087252
"Sacramento",0.093072,0.0176,18.984758,1.415876,0.207588,0.092104
"Sacramento",0.06692,0.011704,16.751328,0.727056,0.087824,0.089936
"Sacramento",0.142624,0.014696,18.753364,2.280868,0.15576,0.094888
"Sacramento",0.073688,0.023724,12.775138,0.250092,0.079688,0.059192
"Sacramento",0.087056,0.025796,15.798604,0.207552,0.10146,0.130224
"Sacramento",0.07798,0.015928,12.62784,0.275388,0.112688,0.060548
"Sacramento",0.069184,0.026576,18.683046,0.572904,0.127372,0.17874
"Sacramento",0.114312,0.014872,22.383944,0.87054,0.22874,0.059372
"Sacramento",0.101444,0.02376,21.168952,0.848208,0.119204,0.088236
"Sacramento",0.112704,0.021384,20.86836,0.766956,0.230448,0.073768
"Sacramento",0.095496,0.030448,21.645248,0.60978,0.204908,0.214576
"Sacramento",0.084656,0.020416,16.224002,1.085896,0.02728,0.075916
"Sacramento",0.082596,0.011704,16.17049,0.747068,0.125752,0.117268
"Sacramento",0.108288,0.030184,20.402934,1.227408,0.250204,0.111144
"Sacramento",0.101248,0.022352,19.77626,0.973816,0.271392,0.195544
"Sacramento",0.073508,0.01276,14.974066,0.514048,0.18672,0.123476
"Sacramento",0.082184,0.01188,16.108156,0.286204,0.225724,0.122808
"Sacramento",0.098972,0.015048,22.927976,2.523544,0.332288,0.130976
"Sacramento",0.098348,0.020328,19.121862,0.515964,0.114008,0.139256
"Sacramento",0.0962,0.024464,18.030286,1.399268,1.094968,0.0385
"Sacramento",0.08228,0.008976,20.959522,0.897668,0.28124,0.2454
"Sacramento",0.103188,0.026048,20.551572,1.68152,0.2899,0.116092
"Sacramento",0.072896,0.008536,17.886524,0.64562,0.169568,0.154704
"Sacramento",0.098036,0.039072,16.485378,0.95502,0.175032,0.104496
"Sacramento",0.088356,0.015048,17.303508,0.859736,1.282688,0.107568
"Sacramento",0.04104,0.01804,9.943218,0.314444,0.09602,0.03368
"Sacramento",0.072464,0.03212,16.37628,0.69168,0.132616,0.139084
"Sacramento",0.084764,0.014872,15.840002,0.704756,0.128568,0.056536
"Sacramento",0.115304,0.016984,19.57808,0.7849,0.100588,0.01428
"Sacramento",0.068044,0.022176,13.392506,0.829748,0.05544,0.464248
"Sacramento",0.048752,0.015664,16.404994,1.673976,0.122672,0.075476
"Sacramento",0.095456,0.024464,19.080902,0.697472,0.08228,0.104116
"Sacramento",0.086992,0.02816,18.403496,0.682776,0.18888,0.105336
"Sacramento",0.044088,0.013728,14.39176,0.542796,0.030096,0.330964
"Sacramento",0.087368,0.006248,24.087954,0.406088,0.243232,0.07172
"Sacramento",0.042536,0.022264,9.492698,1.02872,0.038368,0.0805
"Sacramento",0.066516,0.028776,14.04443,0.710444,0.12282,0.151988
"Sacramento",0.08934,0.019976,18.17657,0.225316,0.167448,0.116864
"Sacramento",0.12486,0.039424,21.194042,1.227868,0.179872,0.114308
"Sacramento",0.077444,0.028336,18.080258,0.49246,0.169516,0.316532
"Sacramento",0.081212,0.021296,18.438982,2.232956,0.169956,0.973072
"Sacramento",0.04352,0.0176,11.196866,0.14768,0.055228,0.10734
"Sacramento",0.09064,0.026312,17.99845,0.308604,0.275824,0.1794
"Sacramento",0.089308,0.012936,24.054892,0.594596,0.646992,0.141592
"Sacramento",10.205796,0.008888,2.550626,0.451508,0.41462,0.199952
"Sacramento",0.082108,0.00968,19.450288,2.355496,0.150656,0.188584
"Sacramento",0.225928,0.031416,23.131424,0.59798,0.108768,0.151
"Sacramento",0.086496,0.019536,16.250514,0.515896,0.069344,0.13468
"Sacramento",0.063372,0.0404,16.157816,0.8637,0.056496,0.080164
"Sacramento",0.239576,0.007128,8.127008,0.332428,0.03168,0.051992
"Sacramento",0.086744,0.027456,13.744538,0.422424,0.083464,0.055992
"Sacramento",0.101764,0.008008,14.737918,1.728448,0.058784,1.021072
"Sacramento",0.035964,0.0154,7.68711,0.228984,0.02332,0.058112
"Sacramento",0.042164,0.024816,9.843572,0.241676,0.063476,0.066788
"Sacramento",0.190984,0.031328,16.250218,0.430032,0.081136,0.071688
"Sacramento",0.093108,0.027896,15.253276,0.634092,0.221512,0.08098
"Sacramento",0.128512,0.023144,17.770526,0.56,0.11,0.420708
"Sacramento",0.103084,0.017336,21.77541,0.761412,0.299724,0.064088
"Sacramento",0.064132,0.021736,14.94995,0.497876,0.116528,0.148324
"Sacramento",0.05348,0.020064,15.992274,0.80014,0.721692,0.138944
"Sacramento",0.059532,0.01936,14.386856,0.61784,0.187932,0.139032
"Sacramento",0.360448,0.018568,21.887858,0.89208,0.28958,0.1171
"Sacramento",0.105828,0.015664,19.665352,0.938272,0.114228,0.085108
"Sacramento",0.094676,0.014696,18.218222,0.818572,0.164828,0.023848
"Sacramento",0.052608,0.016368,8.651726,0.20528,0.069696,0.016376
"Sacramento",0.356164,0.028072,14.786168,0.40898,0.235748,0.08206
"Sacramento",0.046464,0.029216,15.69342,1.999712,0.314424,0.118112
"Sacramento",12.261,0.015312,4.936896,0.360036,0.305124,0.309744
"Sacramento",9.2986,0.003168,5.529882,0.557632,0.046728,0.190108
"Sacramento",9.287704,0.003784,5.071656,0.584484,0.043384,0.186684
"Sacramento",15.921484,0.009592,5.412364,0.585848,0.407516,0.392944
"Sacramento",0.071048,0.008976,18.422444,0.422516,0.20116,0.073312
"Sacramento",0.09382,0.03476,18.9183,0.211948,0.167212,0.080328
"Sacramento",0.070044,0.020592,22.011172,1.135604,0.139968,0.026224
"Sacramento",0.069504,0.03784,18.516834,0.619488,0.2485,0.055544
"Sacramento",0.064576,0.04444,13.056148,2.331292,0.090904,0.21592
"Sacramento",0.208932,0.010296,18.06681,1.565248,0.074272,0.057628
"Sacramento",0.121864,0.044264,22.916144,0.830908,0.213784,0.299376
"Sacramento",0.085496,0.025344,18.97639,0.80908,0.132088,0.047116
"Sacramento",0.037928,0.018392,14.88995,1.181928,0.25782,0.188904
"Sacramento",14.327712,0.004312,0.41049,0.317576,0,0.231492
"Sacramento",9.105768,0.008624,5.272672,0.517848,0.089768,0.144276
"Sacramento",0.090708,0.034936,24.246676,0.653404,0.239592,0.068996
"Sacramento",0.077228,0.012408,17.554558,0.807856,0.176672,0.09478
"Sacramento",0.084452,0.031152,15.759332,0.941864,0.27894,0.308516
"Sacramento",0.754732,0,21.585592,0.793556,0.346036,0.175892
"Sacramento",0.681792,0.029216,20.040506,2.034348,0.1474,0.664152
"Sacramento",0.073784,0.01496,17.432866,0.512336,0.19128,0.140656
"Sacramento",0.074272,0.062656,20.328514,0.596548,0.11798,0.089944
"Sacramento",0.111048,0.04796,25.590448,0.388892,0.24776,0.021032
"Sacramento",0.139952,0.017424,19.42925,0.250732,0.119892,0.126808
"Sacramento",0.074432,0.02816,13.372912,0.3217,0.19044,0.077828
"Sacramento",0.08008,0.008272,16.65255,0.782928,0.149952,0.057124
"Sacramento",0.067416,0.0088,16.297592,0.798892,0.129172,0.107164
"Sacramento",0.07138,0.013112,12.769728,0.500336,0.096208,0.073564
"Sacramento",0.099632,0.066,19.24961,0.807748,0.134728,0.387848
"Sacramento",0.063464,0.010736,15.69585,0.906668,0.726848,0.011464
"Sacramento",0.067724,0.021736,11.420558,0.503912,0.065596,0.048576
"Sacramento",0.112032,0.01672,23.1002,1.10524,0.215704,0.280088
"Sacramento",0.08008,0.016632,19.223974,0.756892,0.24116,0.071596
"Sacramento",0.08744,0.012408,17.831758,1.8325,0.239364,0.075744
"Sacramento",0.082228,0.027456,20.640892,0.66342,0.12232,0.170664
"Sacramento",0.057168,0.027544,12.435018,0.43168,0.479688,0.164664
"Sacramento",0.058112,0.017248,9.96863,0.1667,0.062464,0.173212
"Sacramento",0.082012,0.00572,18.291842,1.567648,0.21842,0.181544
"Sacramento",0.07946,0.009944,17.38207,1.13944,0.264452,0.17158
"Sacramento",0.085908,0.031064,21.66465,0.759192,0.270984,0.044908
"Sacramento",0.257776,0.081576,12.458526,0.489376,0.02992,0.060992
"Sacramento",0.091868,0.03124,17.47731,0.316128,0.088856,0.083864
"Sacramento",0.112236,0.018744,19.317848,0.577248,0.124776,0.118196
"Sacramento",0.079476,0.045672,19.8209,0.3069,0.07348,0.088284
"Sacramento",12.871416,0.007568,4.323942,0.624564,0.033232,0.209752
"Sacramento",0.081664,0.03564,14.804398,0.362488,0.193084,0.08124
"Sacramento",0.067436,0.050056,17.48659,0.976244,0.135432,0.25428
"Sacramento",0.103468,0.012232,18.431274,0.758692,0.205588,0.043744
"Sacramento",0.06804,0.02156,10.905136,0.091916,0.041,0.070744
"Sacramento",0.091384,0.012232,18.780382,0.680616,0.213888,0.047012
"Sacramento",9.796228,0.006864,3.178472,0.319248,0.00792,0.195492
"Sacramento",0.082476,0.030096,21.328954,0.892036,0.204092,0.14658
"Sacramento",0.121608,0.0264,21.642914,0.919908,0.063448,0.093808
"Sacramento",0.043296,0.017688,14.308934,0.809796,0.036696,0.13718
"Sacramento",11.948272,0.012584,5.622994,0.971984,0,0.24978
"Sacramento",0.09032,0.025784,20.841254,0.811556,0.168556,0.09768
"Sacramento",0.066992,0.022968,16.52827,0.4332,0.297948,0.232984
"Sacramento",0.1107,0.020416,18.832768,0.431856,0.077088,0.098552
"Sacramento",0.075252,0.01804,15.305594,0.577444,0.14608,0.017472
"Sacramento",0.052872,0.01628,14.311342,1.329352,0.078596,0.115352
"Sacramento",14.464064,0.009328,5.990614,1.391656,0.038896,0.312164
"Sacramento",0.105592,0.01628,19.295242,0.465292,0.10144,0.180164
"Sacramento",0.071056,0.0176,14.146356,0.813292,0.065648,0.124972
"Sacramento",0.031504,0.020592,14.687584,0.427416,0.042592,0.097912
"Sacramento",0.096328,0.02376,14.044412,0.478452,0.338864,0.118672
"Sacramento",0.079624,0.032032,12.405362,0.33586,0.063008,0.040968
"Sacramento",0.04798,0.01848,11.134406,0.77218,0.0748,0.086212
"Sacramento",0.107904,0.020944,23.87939,1.646368,0.246932,0.064956
"Sacramento",0.030536,0.015224,12.06085,0.281812,0.038984,0.067528
"Sacramento",0.076896,0.011352,20.104026,0.578404,0.196116,0.576952
"Sacramento",0.056108,0.024464,10.084166,0.50698,0.088268,0.173084
"Sacramento",0.094268,0.012848,22.050064,0.830092,0.297752,0.094864
"Sacramento",0.245756,0.016192,18.23356,0.245924,0.058256,0.202244
"Sacramento",0.114648,0.048752,19.88989,0.846104,0.223092,0.166124
"Sacramento",0.059908,0.043296,15.522206,0.460888,0.12672,0.08756
"Sacramento",0.054128,0.017688,11.388004,0.771344,1.005732,0.069548
"Sacramento",0.18464,0.061952,17.957188,1.227424,0.137984,0.10936
"Sacramento",0.103356,0.012144,21.501078,0.673588,0.116072,0.058336
"Sacramento",0.076052,0.037312,15.039042,0.299908,0.085448,0.107104
"Sacramento",0.068952,0.01936,12.456786,0.67128,0.149444,0.13998
"Sacramento",0.081576,0.025168,20.300712,0.16492,0.132176,0.087528
"Sacramento",18.918188,0.002464,0.600702,0.927436,0.1982,0.3711
"Sacramento",0.08086,0.006512,15.985604,0.769856,0.196796,0.07098
"Sacramento",0.10646,0.015312,14.870238,0.494812,0.131544,0.035816
"Sacramento",0.079152,0.03572,19.366058,0.866796,0.060192,0.186012
"Sacramento",0.12762,0.021912,22.868822,1.174488,0.325292,0.055968
"Sacramento",0.094288,0.015488,15.533498,0.535872,0.09218,0.15158
"Sacramento",0.158496,0.021296,20.419392,1.966492,0.2069,0.184176
"Sacramento",0.068768,0.0176,13.294416,0.775712,0.083952,0.109232
"Sacramento",0.065708,0.020064,13.568452,0.1863,0.3485,0.06442
"Sacramento",0.128068,0.022616,13.487658,1.215792,0.146696,0.189308
"Sacramento",0.078988,0.026312,12.132274,0.081928,0.164588,0.074
"Sacramento",0.069708,0.006864,18.92369,0.907308,0.120736,0.157696
"Sacramento",16.345472,0.002376,0.467324,0.34208,0,0.288748
"Sacramento",0.050952,0.011264,17.202778,1.731492,0.118272,0.069844
"Sacramento",0.081864,0.008624,16.784308,0.352232,0.071472,0.169168
"Sacramento",0.07874,0.012144,13.451968,0.463976,2.244484,0.220704
"Sacramento",0.060796,0.009064,15.989232,0.528276,0.09008,0.096448
"Sacramento",10.864888,0.01056,6.121266,0.64016,0.03828,0.189796
"Sacramento",0.0959,0.0528,19.047984,1.478808,0.085884,0.196908
"Sacramento",0.07272,0.016368,16.891638,0.362296,0.140624,0.05574
"Sacramento",0.094288,0.018216,15.678114,0.241444,0.056056,0.075444
"Sacramento",0.110372,0.013024,19.039594,0.326564,0.215604,0.306776
"Sacramento",0.120648,0.017688,20.294834,0.652912,0.225492,0.016456
"Sacramento",0.085672,0.034672,22.026668,0.969364,0.151912,0.07338
"Sacramento",0.101588,0.035112,15.984078,0.503576,0.676544,0.135264
"Sacramento",0.131672,0.020416,12.39056,0.671604,0.135828,0.115928
"Sacramento",0.05344,0.00968,12.180344,0.36786,0.110008,0.061008
"Sacramento",0.106592,0.012408,18.549314,0.685756,0.121128,0.15752
"Sacramento",0.066312,0.011528,11.48092,0.25854,0.199936,0.088064
"Sacramento",0.131876,0.023848,22.70239,0.803404,0.191488,0.072584
"Sacramento",0.058636,0.030272,13.058362,0.404156,0.052448,0.049164
"Sacramento",0.091544,0.032648,14.805244,0.632624,0.04796,0.0731
"Sacramento",9.545236,0.02844,7.171798,0.429068,0.06424,0.273228
"Sacramento",0.09672,0.02244,20.915678,0.594,0.202224,0.082112
"Sacramento",0.1054,0.034408,20.837516,1.271556,0.188056,0.077608
"Sacramento",0.097532,0.01144,22.37131,0.938808,0.143616,0.06946
"Sacramento",0.096972,0.031768,19.246494,0.505864,0.148808,0.016
"Sacramento",0.058184,0.024552,14.89829,0.37364,0.100144,0.151212
"Sacramento",0.097348,0.01364,16.988726,0.930288,0.082984,0.063712
"Sacramento",0.08922,0.012496,16.781708,0.561196,0.1854,0.068916
"Sacramento",0.143412,0.037928,21.335756,0.72238,0.210956,0.077108
"Sacramento",0.061452,0.024376,15.72239,1.183888,0.073216,0.301656
"Sacramento",0.090344,0.042768,15.823644,0.1764,0.04928,0.065596
"Sacramento",0.088056,0.017512,20.268268,1.259388,0.162624,0.172908
"Sacramento",0.098588,0.018744,17.841022,0.203124,0.149812,0.08706
"Sacramento",0.054708,0.008976,13.229878,0.464412,0.126632,0.115016
"Sacramento",0.058008,0.006248,16.54232,1.574712,0.15972,0.190608
"Sacramento",0.079848,0.033968,21.008328,0.76612,0.117568,0.189744
"Sacramento",0,0.017336,0.490454,0.560376,0,0.0183
"Sacramento",0.063032,0.024376,13.716436,0.358608,0.066352,0.096884
"Sacramento",0.094352,0.073744,18.641746,0.362552,0.105852,0.083816
"Sacramento",0.086052,0.02376,21.965452,0.56046,0.168892,0.071156
"Sacramento",0.089348,0.041976,19.49208,1.028352,0.132152,0.181964
"Sacramento",0.101852,0.071544,17.471464,1.153508,0.379048,0.146216
"Sacramento",21.033636,0.002816,0.711804,0.853468,0.031504,0.354464
"Sacramento",0.064552,0.034144,11.343044,0.872164,0.176152,0.11982
"Sacramento",0.131672,0.01936,21.454138,0.974732,0.100144,0.151764
"Sacramento",0.102184,0.017248,21.04366,0.924388,0.257984,0.091608
"Sacramento",0.095076,0.014168,19.2086,1.015088,0.299004,0.154368
"Sacramento",23.679824,0.007128,10.401308,1.08998,0.902012,0.541876
"Sacramento",0.715708,0.029832,16.888974,1.2703,0.093896,0.102872
"Sacramento",0.042136,0.012408,8.871038,0.507604,0.095556,0.1012
"Sacramento",0.091824,0.023688,18.18309,0.565952,0.112088,0.341584
"Sacramento",0.123112,0.008008,19.681804,0.417788,0.187704,0.087452
"Sacramento",0.111076,0.03168,23.23743,0.701072,0.283012,0.126924
"Sacramento",0.052272,0.035992,18.063072,1.796816,0.154176,0.118444
"Sacramento",0.076636,0.042768,14.449486,0.650208,0.092616,0.158804
"Sacramento",0.08298,0.027984,19.13977,0.3968,0.195732,0.053536
"Sacramento",0.08436,0.016544,18.808396,0.501172,0.103992,0.226488
